3416,Tue Jan 10 08:54:39 +0000 2017,RT @gabrgaz_beta: #OperacaoBetaLab #TimBeta #Beta #BetaLab #BetaAjudaBeta #BetaSegueBeta UOL: Desastre ambiental em MG: Empresas ped… https…,,,Campos dos goytacazes,ANDERSON S QUEIROZ,QUEIROZ_KENOBI,2,Neutro
3417,Wed Jan 04 19:29:11 +0000 2017,RT @gabrgaz_beta: #OperacaoBetaLab #TimBeta #Beta #BetaLab #BetaAjudaBeta #BetaSegueBeta UOL: Governo em calamidade financeira: BB a… https…,,,"São Paulo, interlagos",Doda #TimBeta,Dodatuwita,1,Neutro
3418,Sun Jan 08 17:15:20 +0000 2017,RT @Galorthodox: Fezes e pelo de roedor são encontrados em arroz distribuído na Grande BH - Gerais - Estado de Minas https://t.co/aYADGLP8BQ,,,Antarctica,R. Lübeck ? ?,rfnx2007,1,Neutro
3419,Sat Jan 07 21:01:12 +0000 2017,"RT @ganem_alexandre: Acidente mata uma mulher e fecha a BR-381, em Santa Luzia - Gerais - Estado de Minas https://t.co/yxvVWzQK9Q
#timBETA…",,,,Renatinha #TimBETA,Renatamulti,1,Neutro
3420,Sun Jan 08 00:32:29 +0000 2017,RT @ganem_alexandre: Americano reage a assalto e acaba preso por tentar agredir ladrão no Rio - Nacional - Estado de Minas https://t.co/Vru…,,,Jaraguá do sul,#BETAAJUDABETA,xandealp,4,Neutro
3421,Sun Jan 08 00:55:06 +0000 2017,RT @ganem_alexandre: Americano reage a assalto e acaba preso por tentar agredir ladrão no Rio - Nacional - Estado de Minas https://t.co/Vru…,,,,Uelison S. Oliveira,Uelison10,4,Neutro
3422,Wed Jan 04 23:18:19 +0000 2017,RT @gcamarotti: O simbolismo no uso do helicóptero oficial pelo governador de MG. https://t.co/ffWO23XTgb,,,,ARACI CORNELSEN,ARACICORNELSEN,101,Negativo
3423,Thu Jan 05 13:39:25 +0000 2017,"RT @GeraldoAbdala: A democracia do PT. 
Esconde-se os mal feitos. 
Daí, não há mais mal feitos. https://t.co/L0IsbYYnDl",,,Belo Horizonte - MG,Alan Mendonca,alanmendonca,1,Neutro
3424,Fri Jan 06 20:40:35 +0000 2017,"RT @GiganteSempre: @PanichiRaphael como estão os salários dos funcionários do estado de Minas Gerais ? Pimentel pagando em dia, tudo certo ?",,,"Cuiabá, Mato Grosso",Paulo Roberto Rocha,PauloRo49195361,2,Neutro
3425,Thu Jan 05 00:15:42 +0000 2017,RT @Gisaieira: Ativistas voltam às ruas de BH contra aumento da tarifa de ônibus - Gerais - Estado de Minas https://t.co/YtsnSqACBW,,,brazil,Caesar Octavianus,CaesarOtavianus,1,Negativo
3426,Thu Jan 05 00:00:33 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Brasil,Lúcia Stedile,luciastedile,35,Negativo
3427,Thu Jan 05 00:03:06 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Caratinga-MG,dário júnior,dariojjunior,35,Negativo
3428,Thu Jan 05 00:15:36 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,brazil,Caesar Octavianus,CaesarOtavianus,35,Negativo
3429,Thu Jan 05 00:16:47 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,PERIODISMO y sondeo CALLEJERO ,Mr .cat.,mandilyjbm,35,Negativo
3430,Thu Jan 05 00:27:32 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Rio,Deise Veras,veras_deise,35,Negativo
3431,Thu Jan 05 00:41:55 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,"Rio de Janeiro, Brasil",Sou Moro SouBrasil,paulazanelli,35,Negativo
3432,Thu Jan 05 00:43:27 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,São Paulo Brasil,Marcos J Andrade,mjandrade,35,Negativo
3433,Thu Jan 05 00:50:00 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Porto Alegre - RS - Brasil,#SomosTodosMoro!,AyurvedaPoa,35,Negativo
3434,Thu Jan 05 01:28:46 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,"São Paulo, Brasil",Oliveira,eocaetano1,35,Negativo
3435,Thu Jan 05 01:35:52 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Matinhos-Pr,Edson,EdsonMatinhosPr,35,Negativo
3436,Thu Jan 05 01:36:54 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,, Brasil,Denise Mello,dnsemello,35,Negativo
3437,Thu Jan 05 01:56:59 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Kepler-452b,Diferentão do contra,BigRicardo23,35,Negativo
3438,Thu Jan 05 02:11:39 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,Lukar lima,lukar_lima,35,Negativo
3439,Thu Jan 05 02:32:28 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,...,Pedro Alfeu,pedroalfeu,35,Negativo
3440,Thu Jan 05 07:21:56 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Sao Paulo,Fil Leal,FilLeal,35,Negativo
3441,Thu Jan 05 07:34:17 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,Brasil,samanta persotti,SPersotti,35,Negativo
3442,Thu Jan 05 08:57:32 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,Pr. Ângelo Medrado,PrMedrado,35,Negativo
3443,Thu Jan 05 11:05:11 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,"Petrópolis, Brasil",miriam mad,miriammadoenho,35,Negativo
3444,Thu Jan 05 11:57:32 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,São Paulo,cassa vazamento,cassavazamento,70,Negativo
3445,Thu Jan 05 13:49:26 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,, São Paulo ,Ezequias Neto,Ezequiasns,35,Negativo
3446,Thu Jan 05 13:50:40 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,"Vitória, Espírito Santo",Ordem e Progresso,capixaba_vix,35,Negativo
3447,Thu Jan 05 13:54:57 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,florianópolis,clint walker,clintwalker3124,35,Negativo
3448,Thu Jan 05 13:59:48 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,Jose Antonio,jantoniocs29,35,Negativo
3449,Thu Jan 05 14:41:25 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,dougsan1976 .`.,dougsan1976,35,Negativo
3450,Thu Jan 05 21:05:20 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,MACEIÓ-AL,CWC,cwcmcz,35,Negativo
3451,Wed Jan 04 23:41:10 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,Renato Bessias,renatogomesoliv,35,Negativo
3452,Thu Jan 05 01:13:15 +0000 2017,RT @Gisaieira: Via @estadao: BB e governo de Minas travam disputa sobre depósitos judiciais -  https://t.co/HVVxiLBxCy,,,São Paulo/Brasil,Español.'.,IvsonMartins,1,Negativo
3453,Fri Jan 06 20:41:36 +0000 2017,RT @GladysCastanho: @PanichiRaphael @lobaoeletrico O que confirma o porque do estado caotico em que se encontra Minas.,,,"Cuiabá, Mato Grosso",Paulo Roberto Rocha,PauloRo49195361,1,Negativo
3454,Mon Jan 09 18:55:58 +0000 2017,RT @GmatvvBarinas: GB @HubertCortezG Junto al Gob @Adan_Coromoto y Ministro MG @NestorReverol en Inauguración de 1era Cancha de Paz en el E…,,,,GNB DCR339 Barinas,GNB_BarinasD339,81,Neutro
3455,Thu Jan 05 18:32:27 +0000 2017,"RT @Gonzalezfio: por lo menos buscate minas q no sean amigas, o q no hayan estado c tus amigos gataso jajajajajajajaja",,,,SofiaR?,SoffiTurra,1,Neutro
3456,Fri Jan 06 03:32:50 +0000 2017,"RT @gorettem: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/QkytjbbkMK",,,,Daniel Fernandes,AltinhoRJ,2,Negativo
3457,Thu Jan 05 18:35:18 +0000 2017,"RT @gorettem: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/QkytjbbkMK",,,,Iaperi Silva,iaperisilva,2,Neutro
3458,Thu Jan 05 15:17:33 +0000 2017,"RT @governomg: Com apoio do @governomg, BH-TEC anuncia expansão baseada em modelo pioneiro no Brasil
https://t.co/qwSRyWqeCK https://t.co/l…",,,,Gil Leonardi,gilleonardi1,4,Positivo
3459,Thu Jan 05 15:42:58 +0000 2017,"RT @governomg: Com apoio do @governomg, BH-TEC anuncia expansão baseada em modelo pioneiro no Brasil
https://t.co/qwSRyWqeCK https://t.co/l…",,,Divinópolis,Fabricio Eloi,fabricioeloi,4,Positivo
3460,Thu Jan 05 15:55:31 +0000 2017,"RT @governomg: Com apoio do @governomg, BH-TEC anuncia expansão baseada em modelo pioneiro no Brasil
https://t.co/qwSRyWqeCK https://t.co/l…",,,Sem Fronteiras,Alberto Barbo,betobarbo,4,Positivo
3461,Thu Jan 05 16:32:01 +0000 2017,"RT @governomg: Com apoio do @governomg, BH-TEC anuncia expansão baseada em modelo pioneiro no Brasil
https://t.co/qwSRyWqeCK https://t.co/l…",,,,jose roberto mota,beto96323815,4,Positivo
3462,Fri Jan 06 07:29:26 +0000 2017,"RT @GPronaldo13: Após prisão por exploração sexual infantil, irmão de Garotinho toma posse - Politica - Estado de Minas https://t.co/VjTkp2…",,,Hy-Brasil,Rui Rapina,adrianohidalgo,3,Neutro
3463,Fri Jan 06 09:22:03 +0000 2017,"RT @GPronaldo13: Após prisão por exploração sexual infantil, irmão de Garotinho toma posse - Politica - Estado de Minas https://t.co/VjTkp2…",,,Belo Horizonte - MG,Beatriz,ribeirobea,3,Neutro
3464,Fri Jan 06 12:47:52 +0000 2017,"RT @GPronaldo13: Após prisão por exploração sexual infantil, irmão de Garotinho toma posse - Politica - Estado de Minas https://t.co/VjTkp2…",,,"Blumenau, Santa Catarina",Rubens Sombrio,sombrio2607,3,Neutro
3465,Wed Jan 04 20:14:05 +0000 2017,RT @GPronaldo13: Vereador chega algemado à Câmara de Caratinga para tomar posse do cargo - Politica - Estado de Minas https://t.co/nZDEC692…,,,"Recife, Pernambuco",Diego Guedes Silva,Adv_DiegoGuedes,4,Negativo
3466,Mon Jan 09 22:59:59 +0000 2017,"RT @gringa_bras: @vivianeguissoni Quem será q ainda ""segura"" esse elemento como governador de Minas?Onde ele já deveria estar?Pq ainda está…",,,"barra , bahia - brasil",Vivi MAB,vivianeguissoni,1,Negativo
3467,Mon Jan 09 13:22:50 +0000 2017,RT @gseguidores2: ??Compra 200 Retweets para tu twet https://t.co/Lvw7uveTJT,,,Nárnia,Pokémon Gay,Estranhos_Mg,70,Neutro
3468,Wed Jan 04 21:30:59 +0000 2017,"RT @guip: ""em calamidade financeira, governo de mg compra dois helicópteros"" 
um pra trabalhar e outro pra zuar",,,"Barbacena, Brasil",Thiago Carvalho,Thiaago_11,14,Negativo
3469,Thu Jan 05 12:04:48 +0000 2017,RT @gutodeandrade: Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/fh2aAf2G5R,,,Planta mais próxima de ti ,VI UM BAIACU NO RIO,meunomenaoejuao,1,Negativo
3470,Wed Jan 04 21:24:44 +0000 2017,"RT @harrisontargino: BB avisa à Justiça que Governo de Minas Gerais usou dinheiro dos depósitos judiciais e não tem como repor.

https://t.…",,,"Campina Grande, Brasil",Gustavo,gugaaragao13d,3,Negativo
3471,Wed Jan 04 21:34:34 +0000 2017,"RT @harrisontargino: BB avisa à Justiça que Governo de Minas Gerais usou dinheiro dos depósitos judiciais e não tem como repor.

https://t.…",,,Brasil,José Sobreira T Neto,netotargino,3,Negativo
3472,Wed Jan 04 21:57:28 +0000 2017,"RT @harrisontargino: BB avisa à Justiça que Governo de Minas Gerais usou dinheiro dos depósitos judiciais e não tem como repor.

https://t.…",,,,C.N.C.,Claudia_naiza,3,Negativo
3473,Thu Jan 05 00:57:33 +0000 2017,"RT @hebert_viana: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/LP30KDI3VF",,,Goiânia-Goiás,Fernando A. Krebs,promotorkrebs,2,Negativo
3474,Wed Jan 04 23:01:47 +0000 2017,"RT @hebert_viana: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/LP30KDI3VF",,,,Mauro Patini,MauroPatini,2,Negativo
3475,Tue Jan 10 02:37:08 +0000 2017,"RT @HectoRodriguez: Defenderemos la democracia, la constitución y el Estado de derecho!",,,,Eglis Guzman,eglis_mg,81,Neutro
3476,Wed Jan 04 20:41:11 +0000 2017,RT @Hellblazer2014: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/epqGDtcJ8m,,,Brasil,Ary ANTI PT,Ary_AntiPT,1,Negativo
3477,Sat Jan 07 16:54:42 +0000 2017,"RT @herpeto_org: Depois de 4 anos reunindo material e lançamos nosso primeiro poster com os anuros (sapos, pererecas e rãs) de... https://t…",,,São Paulo,Anolis Books,Anolis_Books,2,Neutro
3478,Thu Jan 05 12:58:43 +0000 2017,"RT @herpeto_org: Depois de 4 anos reunindo material e lançamos nosso primeiro poster com os anuros (sapos, pererecas e rãs) de... https://t…",,,Unal_Bogotá,Sandy Arroyo Sánchez,sandy_b_arroyo,2,Neutro
3479,Wed Jan 04 20:32:57 +0000 2017,RT @Hiperseguro: Para ficar suave e confortável para a família do governador? https://t.co/taH2IIq91Y,,,Brasil,Ary ANTI PT,Ary_AntiPT,3,Negativo
3480,Wed Jan 04 20:33:22 +0000 2017,RT @Hiperseguro: Para ficar suave e confortável para a família do governador? https://t.co/taH2IIq91Y,,,"São Paulo, Brasil",Gordon Gekko Fan,GordonGekkoFan,3,Negativo
3481,Wed Jan 04 20:35:42 +0000 2017,RT @Hiperseguro: Para ficar suave e confortável para a família do governador? https://t.co/taH2IIq91Y,,,,Maria A. Pádua,maria_padu,3,Negativo
3482,Fri Jan 06 17:42:11 +0000 2017,"RT @Hugotim1: #timbeta #globo Após ser agredida, mulher atira contra homem em Governador Valadares https://t.co/LSQcIK1ugn #OperacaoBetaLab…",,,,Andre l. S. Caetano,AndrelSCaetano,1,Neutro
3483,Thu Jan 05 21:42:12 +0000 2017,RT @Hugotim1: #timbeta #globo Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/0Z7GX9GBPM #OperacaoBetaLab #Sig…,,,,Tim beta,LuanaArlindinho,1,Negativo
3484,Wed Jan 04 20:42:37 +0000 2017,"RT @HumbertoReisJr: Dilma pode assumir uma secretaria no governo de MG, de Pimentel, para obter o foro privilegiado e fugir de Moro https:/…",,,Vitória/ES,Ary Moraes,AryMoraesX,78,Neutro
3485,Wed Jan 04 20:47:03 +0000 2017,"RT @HumbertoReisJr: Dilma pode assumir uma secretaria no governo de MG, de Pimentel, para obter o foro privilegiado e fugir de Moro https:/…",,,"Belo Horizonte, Brasil",Apenas Um Cidadão,ApenasCidadao,78,Neutro
3486,Thu Jan 05 00:07:37 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,,Maria A. Pádua,maria_padu,12,Negativo
3487,Thu Jan 05 02:10:25 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Brasil,Ary ANTI PT,Ary_AntiPT,12,Negativo
3488,Thu Jan 05 02:19:27 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,"Brasília, Distrito Federal",#LulaNaCadeia ?,SouBrasileiraBR,12,Negativo
3489,Thu Jan 05 02:46:43 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Worldwide ,Luigi Sass Comin,lgcomin,12,Negativo
3490,Thu Jan 05 03:45:45 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Bagé,rosane gularte,rogularte,12,Negativo
3491,Thu Jan 05 05:19:14 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,,Tico e Teco,Petismofobia,12,Negativo
3492,Thu Jan 05 06:31:48 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Brasil,Humberto S. R. Jr.,HumbertoReisJr,12,Negativo
3493,Thu Jan 05 06:34:04 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,,Maria Victoria Alves,MaryVicky2005,12,Negativo
3494,Thu Jan 05 08:27:01 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Brasil,Diogo,dzotti,12,Negativo
3495,Wed Jan 04 23:39:22 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Belo Horizonte,Luiz Fernando,luiztomazz,12,Negativo
3496,Wed Jan 04 23:46:32 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,,Angela M Gonçalves,AngelaMGonalve1,12,Negativo
3497,Wed Jan 04 23:48:11 +0000 2017,RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,,,Rio de Janeiro,Estevão,Estevao_1974,12,Negativo
3498,Mon Jan 09 15:52:59 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,Guárico,SiBCI Guárico,SibciGuarico,6,Neutro
3499,Mon Jan 09 17:28:27 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,"San Juan D Los Morros, Guárico",IPMEBG,dnegociaciones,6,Neutro
3500,Mon Jan 09 19:24:51 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,,noel kerwin jose,noel_kerwin,6,Neutro
3501,Mon Jan 09 19:26:38 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,"ÜT: 9.912292,-67.355869",Ramón Centeno,elboligrafo,6,Neutro
3502,Mon Jan 09 19:52:30 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,,Secret Asunt Parroq,SecretAsuntos,6,Neutro
3503,Mon Jan 09 21:51:30 +0000 2017,RT @IamegGua: NOTIFICACIÓN | A partir del 1 de enero pago de tasas de inspecciones (50 U.T) según el Art. 77 de la Ley de Minas (...) del e…,,,,Franklin  Barroeta,franklinbarroet,6,Neutro
3504,Tue Jan 10 00:19:30 +0000 2017,RT @imcomx: Resultados de Latinoamérica y el Caribe en el Índice del #EstadoDeDerecho 2016 de @TheWJP https://t.co/AHKE0T91A6  https://t.co…,,,Edo Mex,Ignacio Miranda G.,Dr_Ignacio_MG,7,Neutro
3505,Sun Jan 08 11:52:39 +0000 2017,"RT @implicante_org: Confira nome, rosto, partido e estado de cada senador que ajuda Renan a manter a Presidência #MaisLidas2016
https://t.c…",,,Brasil,Gislane Morsan,morsan_mg,20,Neutro
3506,Mon Jan 09 19:49:39 +0000 2017,RT @implicante_org: Governo Dilma pressionava ditadura da Venezuela para pagar dívida bilionária com a Odebrecht https://t.co/pzFjeBk15c ht…,,,Brasil,Gislane Morsan,morsan_mg,6,Neutro
3507,Tue Jan 10 11:35:37 +0000 2017,RT @implicante_org: Governo investigará se vandalismo em Brasília foi pago com dinheiro público https://t.co/AayxI4Kq4L https://t.co/wZLciT…,,,Brasil,Gislane Morsan,morsan_mg,12,Neutro
3508,Mon Jan 09 19:32:37 +0000 2017,"RT @implicante_org: Sob proteção do governo dos EUA, ex-mulher de mensaleiro diz ter provas incriminando Lula https://t.co/Ectgw3Ns2j https…",,,Brasil,Gislane Morsan,morsan_mg,37,Neutro
3509,Thu Jan 05 00:06:09 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,Mauro Gaiga,maurogaiga,14,Negativo
3510,Thu Jan 05 15:53:15 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,Brasil,Jefferson Floriano,jfloriano,14,Negativo
3511,Wed Jan 04 20:51:35 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,João,pinheirojpa,14,Negativo
3512,Wed Jan 04 20:51:42 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,InsuportavelMente,ULI5535,14,Negativo
3513,Wed Jan 04 20:51:54 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,"São Paulo, Brasil",Gordon Gekko Fan,GordonGekkoFan,14,Negativo
3514,Wed Jan 04 20:54:50 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,Pastos Bons ,#luto,Alan_tiger,14,Negativo
3515,Wed Jan 04 20:56:15 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,Pacto Invest,PactoInvest,14,Negativo
3516,Wed Jan 04 21:03:01 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,ana cristina,anaalmeidaca38,14,Negativo
3517,Wed Jan 04 21:12:01 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,LILY80436884,Lily80436884,14,Negativo
3518,Wed Jan 04 21:20:24 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,Erik Pedro Gonçalves,erikpedro,14,Negativo
3519,Wed Jan 04 21:21:41 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,"São Paulo, Brasil",Marconi Freitas,FreitasMarconi,14,Negativo
3520,Wed Jan 04 22:06:38 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,Belo Horizonte / MG,Marcus Paulo Fagunde,FagundeMarcus,14,Negativo
3521,Wed Jan 04 22:51:47 +0000 2017,RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,Fabio Silva,fabio9846,14,Negativo
3522,Wed Jan 04 20:49:50 +0000 2017,RT @infomoney: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,,Pacto Invest,PactoInvest,4,Negativo
3523,Wed Jan 04 20:50:45 +0000 2017,RT @infomoney: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,"São Paulo, Brasil",Sônia #República??,somar61,4,Negativo
3524,Wed Jan 04 20:52:40 +0000 2017,RT @infomoney: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,"Coronel Fabriciano, Brasil",cida viana,vianadepinho,4,Negativo
3525,Wed Jan 04 21:18:04 +0000 2017,RT @infomoney: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,"São Paulo, Brasil",Marconi Freitas,FreitasMarconi,4,Negativo
3526,Sat Jan 07 02:06:04 +0000 2017,"RT @IvanRicardi: Não substime a relação desse governo com as facções.
""Fui secretário de segurança pública em São Paulo 2 X, sei tratar com…",,,Contagem-MG,Josué Estevão,josueoliver_mg,189,Negativo
